ID,Wij [E],Wij [S],Wij [A],Wij [C],Wij [FA],Wij [TP],Wij [D1],Wij [D2],ISTCU
339,0.064,0.047,-0.016,0.075,0.181,-0.003,0.025,0.210,0.584
340,0.085,0.046,-0.002,-0.032,0.106,0.030,0.025,0.161,0.419
341,0.085,0.046,-0.002,0.069,0.181,0.030,0.025,0.210,0.645
342,0.064,0.074,-0.002,0.075,0.181,0.030,0.025,0.210,0.658
343,0.085,0.047,-0.016,-0.032,0.106,-0.003,0.025,0.161,0.373
344,0.085,0.033,-0.016,0.069,0.181,0.095,0.025,0.210,0.682
345,0.085,0.033,-0.016,0.000,0.181,0.030,0.025,0.210,0.548
346,0.085,0.047,-0.020,0.095,0.181,0.032,0.040,0.210,0.670
347,0.085,0.047,-0.020,-0.010,0.106,-0.031,0.025,0.161,0.364
348,0.085,0.047,-0.016,-0.032,0.181,0.095,0.025,0.210,0.595
349,0.085,0.033,-0.016,-0.010,0.181,-0.031,0.040,0.210,0.492
350,0.085,-0.060,-0.020,0.075,0.181,-0.003,0.040,0.210,0.509
351,0.085,0.033,-0.016,-0.010,0.181,-0.003,0.025,0.210,0.505
352,0.085,0.047,-0.016,0.075,0.181,0.095,0.040,0.210,0.717
353,0.057,-0.184,-0.002,-0.010,-0.039,-0.151,-0.023,0.013,-0.338
354,0.057,-0.184,-0.002,-0.032,0.093,0.095,-0.114,0.013,-0.074
355,0.057,-0.184,-0.016,0.075,0.106,-0.031,-0.114,0.013,-0.094
356,0.057,0.002,-0.016,0.075,0.181,0.023,-0.114,0.013,0.221
357,0.168,-0.184,-0.016,0.075,0.106,0.023,-0.023,0.161,0.309
358,0.168,0.002,-0.020,0.095,0.181,0.023,-0.023,0.161,0.586
359,0.057,0.002,-0.061,0.095,0.181,0.023,-0.114,0.013,0.196
360,0.057,0.002,-0.021,0.095,0.181,0.030,-0.114,0.013,0.243
361,0.168,0.002,-0.061,0.075,0.181,0.095,-0.023,0.161,0.597
362,0.168,0.002,-0.061,-0.010,0.106,-0.033,-0.023,0.161,0.309
1673,-0.424,-0.009,-0.002,0.095,0.093,0.023,0.024,-0.268,-0.468
1674,-0.424,-0.184,-0.061,-0.010,-0.140,0.032,0.024,-0.289,-1.053
1691,-0.424,0.047,-0.046,0.075,0.009,0.023,0.022,-0.268,-0.561
1692,-0.424,0.046,-0.002,0.095,0.093,0.023,0.024,-0.268,-0.413
1693,-0.424,-0.184,-0.020,-0.010,-0.140,0.023,0.024,-0.268,-0.999
1709,-0.424,0.046,-0.016,-0.032,0.009,-0.031,0.027,-0.268,-0.688
1710,-0.424,-0.060,-0.046,0.069,0.009,-0.003,0.022,-0.268,-0.700
1711,-0.424,-0.060,-0.002,0.095,0.093,0.023,0.022,-0.268,-0.520
1712,-0.424,0.002,-0.020,0.075,-0.039,0.023,0.024,-0.268,-0.627
1726,-0.424,0.002,-0.021,0.095,0.106,0.030,0.027,-0.102,-0.288
1727,-0.424,0.047,-0.021,0.075,0.093,-0.031,0.027,-0.268,-0.502
1728,-0.424,-0.060,-0.016,0.095,0.106,0.095,0.022,-0.268,-0.450
1741,-0.424,0.002,0.077,-0.032,0.106,-0.031,-0.023,-0.102,-0.427
1742,-0.424,-0.009,0.077,-0.032,0.093,-0.031,-0.023,-0.102,-0.451
1743,-0.424,0.033,0.077,-0.032,0.093,-0.151,0.027,-0.102,-0.479
1744,-0.424,-0.060,0.077,0.075,0.093,0.095,0.027,-0.268,-0.385
1757,-0.424,0.002,0.068,0.069,0.093,-0.031,-0.023,-0.102,-0.348
1758,-0.424,0.046,0.068,0.075,0.093,0.030,-0.023,-0.102,-0.237
1759,-0.424,-0.060,0.077,0.095,0.093,-0.031,0.027,-0.102,-0.324
1774,-0.424,0.002,0.068,-0.010,0.009,0.095,-0.023,-0.102,-0.386
1775,-0.424,0.074,0.068,-0.010,-0.039,-0.151,-0.023,-0.102,-0.607
378,0.085,0.002,-0.016,0.075,0.009,0.030,-0.016,-0.102,0.067
379,0.085,-0.009,-0.016,0.075,0.093,0.023,-0.016,-0.102,0.133
380,0.085,0.002,-0.061,0.095,0.093,0.023,-0.016,-0.102,0.119
381,0.136,0.046,-0.020,0.095,0.093,0.030,-0.016,-0.102,0.263
382,0.085,-0.184,-0.021,0.069,0.093,0.023,-0.016,-0.268,-0.219
383,0.085,0.002,-0.016,0.000,-0.039,0.030,-0.016,-0.102,-0.055
384,0.064,-0.184,-0.020,0.069,-0.039,0.030,-0.016,-0.090,-0.185
385,0.085,-0.009,-0.020,0.095,0.093,0.023,-0.016,-0.102,0.149
386,0.085,0.002,-0.061,0.095,0.009,0.023,-0.016,-0.102,0.035
387,0.085,0.002,-0.021,0.075,0.009,-0.003,-0.016,-0.102,0.029
388,0.085,0.002,0.077,0.069,0.009,-0.003,-0.016,-0.102,0.122
389,0.085,-0.184,0.077,0.069,-0.039,-0.031,-0.016,-0.268,-0.306
390,0.085,0.002,0.077,0.069,-0.039,-0.003,-0.016,-0.268,-0.092
391,0.057,0.002,-0.046,0.000,-0.140,-0.031,0.024,-0.289,-0.422
392,0.057,-0.009,-0.046,0.075,-0.140,0.030,0.024,-0.289,-0.298
393,0.057,0.002,-0.046,0.069,0.009,0.032,0.024,-0.289,-0.141
394,0.057,-0.009,-0.046,0.069,0.106,-0.003,0.022,-0.289,-0.092
395,0.057,0.046,-0.046,-0.010,-0.075,-0.031,0.025,-0.268,-0.300
396,0.057,0.046,-0.046,-0.010,-0.075,-0.033,0.024,-0.268,-0.303
397,0.057,0.074,-0.046,0.000,-0.140,0.095,0.024,-0.268,-0.203
398,0.057,0.074,-0.046,0.069,-0.039,0.030,0.022,-0.289,-0.120
399,0.057,0.046,-0.046,0.000,0.106,0.032,0.027,-0.289,-0.066
400,0.057,0.074,-0.002,0.069,0.181,0.023,0.027,-0.289,0.141
401,0.057,-0.009,-0.046,0.000,-0.075,0.095,0.024,-0.268,-0.221
402,0.057,-0.009,-0.046,-0.032,-0.039,-0.033,0.022,-0.289,-0.368
403,0.057,0.074,-0.046,0.069,0.106,0.095,0.022,-0.289,0.089
404,0.057,0.047,-0.002,0.095,0.181,0.095,0.027,-0.289,0.211
405,0.057,0.033,-0.016,0.069,0.181,0.095,0.027,-0.289,0.157
406,0.057,0.046,-0.002,0.095,0.181,0.030,0.027,-0.289,0.146
407,0.057,0.074,-0.016,0.095,0.181,0.023,0.027,-0.289,0.153
408,0.136,0.047,-0.002,0.095,0.181,0.023,-0.023,-0.289,0.168
409,0.136,0.033,-0.002,0.069,0.181,0.032,-0.114,-0.289,0.046
410,0.136,0.074,-0.046,0.095,0.181,0.095,-0.023,-0.289,0.223
411,0.136,0.047,-0.002,0.075,0.181,-0.003,-0.114,-0.289,0.032
412,0.136,0.047,-0.016,-0.069,0.181,-0.151,-0.114,-0.289,-0.274
413,0.136,0.046,-0.046,-0.032,0.181,0.032,0.027,-0.289,0.056
414,0.136,0.047,-0.002,0.095,0.181,0.023,-0.023,-0.289,0.168
415,0.136,0.074,-0.016,0.075,0.181,0.032,-0.023,-0.289,0.170
416,0.136,0.047,-0.016,0.075,0.181,0.032,-0.114,-0.289,0.052
417,0.136,-0.060,-0.020,0.095,0.181,0.023,-0.114,0.074,0.315
418,0.057,0.047,-0.002,0.000,0.181,-0.031,0.027,-0.289,-0.008
419,0.136,0.047,-0.016,0.095,0.181,0.032,-0.023,-0.289,0.163
420,0.136,0.047,-0.020,0.000,0.181,-0.031,-0.023,-0.289,0.002
421,0.136,0.033,-0.061,0.000,0.181,0.095,-0.114,-0.289,-0.019
422,0.057,-0.060,-0.016,0.095,0.181,0.032,-0.023,-0.289,-0.023
423,0.057,0.033,-0.020,0.095,0.181,0.023,-0.023,-0.289,0.057
424,0.136,0.047,-0.061,0.095,0.181,0.095,-0.023,-0.289,0.181
425,0.136,0.047,-0.061,0.069,0.181,0.032,-0.114,0.074,0.364
426,0.057,0.033,-0.020,-0.032,0.181,-0.151,0.027,-0.289,-0.194
427,0.057,-0.060,-0.020,-0.032,0.181,0.095,-0.023,-0.289,-0.091
428,0.057,0.047,-0.061,-0.010,0.181,-0.031,-0.023,-0.289,-0.128
429,0.136,0.047,-0.061,-0.069,0.106,-0.033,-0.114,0.074,0.086
430,0.136,0.033,-0.061,-0.010,0.093,-0.031,-0.114,0.074,0.120
431,0.085,0.074,-0.002,0.069,0.181,0.032,0.022,-0.289,0.173
432,0.085,0.074,-0.002,0.000,0.181,-0.031,0.024,0.074,0.406
433,0.085,0.033,-0.046,0.069,0.181,-0.003,0.027,-0.289,0.057
434,0.085,0.033,-0.002,-0.032,0.181,-0.003,0.022,-0.289,-0.005
435,0.085,0.047,-0.002,0.069,0.181,0.030,0.022,-0.289,0.144
436,0.085,0.074,-0.016,-0.010,0.106,-0.003,0.022,0.074,0.332
437,0.085,0.033,-0.046,0.069,0.181,0.095,0.027,-0.289,0.155
438,0.085,0.033,-0.046,-0.032,0.181,-0.003,0.027,-0.289,-0.044
439,0.085,0.033,-0.002,0.000,0.181,0.095,0.027,-0.289,0.130
440,0.085,0.047,-0.002,0.069,0.181,0.030,0.027,-0.289,0.149
441,0.085,0.074,-0.002,-0.010,0.093,-0.031,0.027,0.074,0.311
442,0.136,0.033,-0.046,0.069,0.181,0.032,-0.023,-0.289,0.093
443,0.085,0.033,-0.002,-0.010,0.181,-0.031,-0.023,-0.289,-0.056
444,0.085,0.033,-0.046,0.069,0.181,-0.003,0.027,-0.289,0.057
445,0.085,0.047,-0.002,0.000,0.181,0.095,0.027,0.074,0.507
446,0.136,0.047,-0.002,0.069,0.181,-0.031,-0.023,-0.289,0.089
447,0.136,0.033,-0.002,-0.010,0.181,0.095,-0.023,-0.289,0.121
448,0.136,0.033,-0.002,0.069,0.181,0.032,-0.023,-0.289,0.137
449,0.136,0.033,-0.002,0.075,0.106,0.095,-0.023,0.074,0.492
450,0.136,-0.060,-0.002,-0.032,0.181,-0.003,-0.114,-0.289,-0.182
451,0.136,-0.060,-0.002,0.000,0.181,-0.003,-0.023,0.074,0.303
452,0.023,0.074,-0.046,0.069,0.106,0.030,0.024,0.074,0.354
453,0.023,0.074,-0.002,0.095,0.106,0.023,0.022,0.074,0.415
454,0.023,-0.009,-0.016,0.075,0.093,0.032,0.022,0.074,0.293
455,0.023,0.074,-0.002,0.075,0.106,0.095,0.024,0.074,0.468
456,0.023,0.047,-0.016,0.075,0.093,-0.003,0.024,0.074,0.317
457,0.023,0.046,-0.061,0.000,0.009,0.032,0.022,0.074,0.145
458,0.064,0.046,-0.002,0.095,0.106,0.032,0.025,0.074,0.440
459,0.023,0.074,-0.016,0.075,0.106,0.095,0.024,0.074,0.454
460,0.023,0.074,-0.020,0.069,0.093,0.030,0.024,0.074,0.367
461,0.023,-0.009,-0.020,-0.010,-0.039,0.095,0.024,0.074,0.138
462,0.023,-0.184,-0.061,-0.032,-0.075,0.095,0.022,0.074,-0.139
463,0.064,0.074,-0.016,0.069,0.106,0.030,0.040,0.074,0.441
464,0.064,0.074,-0.016,0.075,0.106,0.030,0.025,0.074,0.432
465,0.064,0.074,-0.020,0.000,0.093,0.095,0.025,0.074,0.406
466,0.023,0.074,-0.020,0.000,0.009,-0.003,0.024,0.074,0.181
467,0.023,0.046,-0.020,0.069,-0.039,0.030,0.024,0.074,0.208
468,0.023,-0.184,-0.061,0.069,-0.140,0.023,0.022,0.074,-0.175
469,0.023,0.046,-0.061,-0.069,-0.325,-0.151,0.022,0.074,-0.441
470,0.064,0.047,-0.016,0.075,0.106,0.032,0.040,0.074,0.422
471,0.064,0.074,-0.020,0.000,0.106,-0.031,0.040,0.074,0.308
472,0.064,0.047,-0.020,-0.032,0.093,0.095,0.040,0.074,0.361
473,0.064,0.074,-0.020,0.069,0.093,0.095,0.025,0.074,0.475
474,0.023,0.074,-0.020,0.000,0.009,0.095,0.025,0.074,0.280
475,0.023,0.046,-0.061,0.069,0.009,0.030,0.024,0.074,0.214
476,0.023,-0.184,-0.021,-0.032,0.009,0.032,0.024,0.074,-0.076
477,0.023,-0.009,-0.020,-0.199,0.093,-0.151,0.022,0.074,-0.167
478,0.085,0.047,-0.002,-0.010,0.093,-0.031,0.022,0.074,0.279
479,0.085,0.074,-0.002,-0.032,-0.039,0.095,0.024,0.074,0.279
480,0.085,0.074,-0.002,-0.032,-0.039,0.095,0.024,0.074,0.279
481,0.085,0.074,-0.046,-0.010,-0.140,-0.003,0.025,0.074,0.059
482,0.085,0.074,-0.046,0.000,0.009,0.032,0.025,0.074,0.254
483,0.064,0.074,-0.046,-0.032,0.093,0.095,0.040,0.074,0.363
484,0.064,0.033,-0.002,0.095,0.181,0.023,0.040,0.074,0.508
485,0.064,0.047,-0.020,0.075,0.106,0.095,0.040,0.074,0.481
486,0.064,0.047,-0.020,-0.032,0.106,0.030,0.040,0.074,0.309
487,0.064,0.074,-0.020,0.069,0.093,-0.031,0.040,0.074,0.364
488,0.064,0.074,-0.061,0.069,0.093,0.032,0.025,0.074,0.371
489,0.064,0.074,-0.061,0.075,0.093,0.095,0.025,0.074,0.439
490,0.023,0.046,-0.021,0.000,0.093,0.032,0.024,0.074,0.271
491,0.023,0.002,-0.061,-0.069,0.009,-0.033,0.024,0.074,-0.031
492,0.023,0.046,-0.016,-0.199,0.009,-0.151,0.022,0.074,-0.191
493,0.023,0.047,-0.016,0.095,0.106,0.023,0.022,0.074,0.374
494,0.085,0.047,-0.002,-0.010,0.009,-0.003,0.022,0.074,0.223
495,0.085,0.047,-0.002,0.000,0.009,0.095,0.022,0.074,0.331
496,0.085,0.047,-0.002,0.069,0.009,0.095,0.024,0.074,0.401
497,0.085,0.033,-0.002,-0.010,0.093,-0.003,0.024,0.074,0.294
498,0.085,-0.060,-0.002,0.075,0.106,0.032,0.025,0.074,0.335
499,0.085,-0.060,-0.016,0.075,0.181,0.032,0.025,0.074,0.396
500,0.085,0.033,-0.020,0.095,0.181,0.032,0.040,0.074,0.519
501,0.064,0.033,-0.020,0.000,0.106,-0.003,0.040,0.074,0.294
502,0.064,0.033,-0.020,0.000,0.106,-0.003,0.040,0.074,0.294
503,0.064,0.047,-0.061,0.075,0.106,0.023,0.040,0.074,0.368
504,0.064,0.046,-0.061,0.069,0.106,0.095,0.025,0.074,0.418
505,0.064,0.074,-0.021,-0.010,0.093,-0.003,0.025,0.074,0.297
506,0.023,0.074,-0.061,-0.010,0.093,-0.031,0.024,0.074,0.186
507,0.023,0.074,-0.061,0.000,0.106,0.095,0.024,0.074,0.334
508,0.023,0.047,-0.020,0.095,0.106,0.032,0.022,0.074,0.379
509,0.085,0.074,-0.002,-0.032,0.093,0.095,0.027,0.074,0.414
510,0.085,0.047,-0.002,0.000,0.093,-0.003,0.027,0.074,0.321
511,0.085,0.033,-0.002,0.000,0.093,0.095,0.022,0.074,0.400
512,0.085,0.033,-0.016,0.069,0.106,0.030,0.024,0.074,0.404
513,0.085,0.033,-0.016,0.095,0.181,-0.003,0.024,0.074,0.472
514,0.085,-0.060,-0.061,0.095,0.181,0.032,0.025,0.074,0.371
515,0.085,-0.060,0.077,0.095,0.181,0.032,0.025,0.074,0.509
516,0.085,-0.060,0.077,0.095,0.181,0.023,0.040,0.074,0.515
517,0.064,-0.060,-0.021,0.095,0.181,0.032,0.040,0.074,0.405
518,0.064,-0.060,-0.021,0.095,0.106,0.030,-0.016,0.074,0.272
519,0.064,0.047,0.077,0.095,0.106,0.023,0.040,0.074,0.526
520,0.064,0.074,0.077,0.095,0.106,0.030,0.040,0.074,0.560
521,0.064,0.074,0.077,0.095,0.106,0.023,0.025,0.074,0.539
522,0.023,0.074,0.077,0.095,0.106,0.032,0.025,0.074,0.506
523,0.023,0.047,0.077,0.095,0.106,0.032,0.024,0.074,0.477
524,0.085,0.047,-0.016,0.000,0.106,0.030,0.027,0.074,0.353
525,0.085,0.047,-0.016,0.069,0.106,0.030,0.027,0.074,0.422
526,0.085,0.033,-0.016,0.069,0.181,-0.003,0.022,0.074,0.445
527,0.085,-0.060,-0.020,0.095,0.181,0.032,0.022,0.074,0.409
528,0.085,0.033,-0.021,0.075,0.181,0.023,0.024,0.074,0.473
529,0.085,0.033,0.077,-0.010,0.106,-0.033,0.024,0.074,0.355
530,0.085,-0.060,0.068,-0.199,0.009,-0.151,0.025,0.074,-0.148
531,0.085,-0.060,0.068,-0.069,0.106,-0.003,0.025,0.074,0.226
532,0.064,-0.060,0.068,0.075,0.106,0.030,0.040,0.074,0.397
533,0.064,0.033,0.068,0.069,0.106,0.030,0.040,0.074,0.484
534,0.064,0.046,0.068,0.000,0.093,0.030,0.040,0.074,0.416
535,0.064,0.074,0.068,-0.032,0.093,-0.033,0.040,0.074,0.349
536,0.136,0.033,-0.016,0.095,0.181,0.032,-0.023,0.074,0.511
537,0.136,0.033,-0.020,0.075,0.181,0.095,0.027,0.074,0.600
538,0.085,-0.060,-0.020,0.075,0.181,0.030,0.027,0.074,0.392
539,0.085,0.033,-0.061,0.095,0.181,0.095,0.022,0.074,0.523
540,0.085,0.033,0.077,0.075,0.181,0.023,0.022,0.074,0.570
541,0.085,0.033,0.077,0.069,0.093,-0.033,0.024,0.074,0.422
542,0.085,0.033,0.077,0.069,0.093,0.030,0.024,0.074,0.485
543,0.085,0.047,0.077,0.069,0.009,0.030,0.025,0.074,0.417
544,0.136,-0.060,-0.002,-0.032,0.181,-0.031,-0.114,-0.289,-0.210
545,0.136,-0.060,-0.016,0.075,0.181,0.095,-0.114,0.074,0.371
546,0.136,-0.060,-0.061,0.075,0.181,0.023,-0.023,0.074,0.344
547,0.136,0.033,-0.061,0.069,0.181,-0.033,-0.023,0.074,0.375
548,0.085,-0.060,-0.021,0.075,0.181,0.032,0.027,0.074,0.393
549,0.085,0.047,0.077,0.069,0.181,0.032,0.027,0.074,0.592
550,0.085,0.047,0.077,-0.032,0.009,-0.031,0.022,0.074,0.252
551,0.136,-0.060,-0.021,0.095,0.181,0.030,-0.114,0.074,0.321
552,0.136,-0.060,0.077,0.095,0.181,0.030,-0.023,0.074,0.510
553,0.136,-0.060,0.077,0.075,0.181,0.032,-0.023,0.074,0.492
554,0.136,0.033,0.077,0.069,0.106,0.030,0.027,0.074,0.551
555,0.168,-0.009,-0.046,-0.010,-0.075,0.095,0.025,-0.268,-0.119
556,0.168,-0.184,-0.016,0.075,-0.140,0.023,0.040,-0.268,-0.303
557,0.168,0.074,-0.046,0.075,-0.075,0.030,0.025,-0.268,-0.016
558,0.168,0.074,-0.046,0.069,-0.140,0.030,0.025,-0.268,-0.087
559,0.023,0.033,-0.046,-0.069,0.009,-0.031,0.040,-0.102,-0.142
560,0.023,0.033,-0.046,0.000,0.106,-0.003,0.025,-0.102,0.036
561,0.023,0.033,-0.002,0.075,0.106,0.095,0.025,-0.102,0.252
562,0.023,0.074,-0.002,-0.010,0.106,0.095,0.024,-0.102,0.208
563,0.023,0.033,-0.002,-0.032,0.009,0.095,0.040,-0.102,0.064
564,0.023,0.033,-0.046,-0.069,0.093,-0.003,0.040,-0.102,-0.031
565,0.023,0.033,-0.046,0.069,0.106,0.030,0.040,-0.102,0.153
566,0.023,0.047,-0.002,0.075,0.106,0.030,0.025,-0.102,0.202
567,0.023,0.047,-0.002,-0.032,0.181,-0.003,0.025,-0.268,-0.029
568,0.023,0.047,-0.046,0.095,0.009,0.030,-0.016,-0.268,-0.125
569,0.023,0.047,-0.002,-0.010,0.009,-0.033,-0.016,-0.268,-0.249
570,0.023,0.047,-0.046,-0.069,0.093,-0.033,0.040,-0.268,-0.212
571,0.023,0.033,-0.046,0.075,0.106,0.095,0.040,-0.268,0.057
572,0.023,0.047,-0.002,0.069,0.181,-0.003,0.025,-0.268,0.073
573,0.023,0.047,-0.002,0.000,0.181,-0.003,0.025,-0.268,0.004
574,0.023,0.074,-0.046,0.069,0.009,-0.003,-0.016,-0.268,-0.157
575,0.023,0.046,-0.046,0.000,0.093,-0.033,-0.016,-0.268,-0.200
576,0.023,0.046,-0.046,-0.010,0.106,-0.031,0.040,-0.268,-0.139
577,0.023,0.047,-0.046,0.075,0.181,0.030,0.040,-0.268,0.082
578,0.023,0.047,-0.002,0.069,0.181,0.095,0.025,-0.268,0.170
579,0.023,0.047,-0.016,0.075,0.181,0.030,0.025,-0.268,0.097
580,0.064,0.074,-0.046,0.069,0.093,0.032,-0.016,-0.268,0.004
581,0.064,0.046,-0.046,0.075,0.106,0.023,-0.016,-0.268,-0.015
582,0.023,0.074,-0.002,-0.032,0.181,0.095,-0.016,-0.268,0.055
583,0.023,0.047,-0.002,0.075,0.181,0.095,0.040,-0.268,0.191
584,0.023,0.047,-0.016,0.069,0.181,0.030,0.040,-0.268,0.106
585,0.023,0.074,-0.020,0.069,0.181,0.095,0.025,-0.268,0.180
586,0.064,0.033,-0.046,0.075,0.106,0.030,-0.016,-0.268,-0.022
587,0.064,0.033,-0.002,0.075,0.181,0.030,-0.016,-0.268,0.098
588,0.064,0.047,-0.002,-0.032,0.181,-0.003,-0.016,-0.268,-0.028
589,0.064,0.047,-0.002,0.075,0.181,0.032,0.040,-0.268,0.170
590,0.023,0.047,-0.016,0.069,0.181,0.095,0.040,-0.268,0.171
591,0.064,0.033,-0.046,0.000,0.106,0.095,-0.016,-0.268,-0.031
592,0.064,0.033,-0.002,0.069,0.181,-0.003,-0.016,-0.289,0.038
593,0.064,0.033,-0.002,0.069,0.181,0.030,-0.016,-0.289,0.071
594,0.064,0.033,-0.016,0.075,0.181,0.030,0.040,-0.289,0.118
595,0.064,0.033,-0.046,0.000,0.181,-0.003,0.040,-0.289,-0.019
596,0.064,0.033,-0.002,0.075,0.181,0.032,0.040,-0.289,0.134
597,0.064,0.033,-0.016,0.075,0.181,0.030,0.040,-0.289,0.118
598,0.064,0.033,-0.002,0.069,0.181,0.095,0.040,-0.289,0.192
599,0.064,0.033,-0.016,0.095,0.181,0.032,0.040,-0.289,0.140
600,0.064,0.033,-0.061,0.075,0.181,0.030,0.040,-0.289,0.073
601,0.064,-0.060,-0.046,0.000,0.181,0.030,0.025,-0.289,-0.093
602,0.064,-0.060,-0.002,0.095,0.181,0.032,0.025,-0.289,0.047
603,0.064,0.033,-0.020,0.069,0.181,0.030,0.025,-0.289,0.094
604,0.064,0.047,-0.020,-0.069,0.093,-0.033,0.040,-0.289,-0.166
605,0.085,0.033,-0.002,0.075,0.181,0.095,0.024,-0.289,0.202
606,0.085,-0.060,-0.002,-0.032,0.181,-0.031,0.024,-0.289,-0.123
607,0.085,-0.060,-0.016,0.000,0.181,0.095,0.025,-0.289,0.022
608,0.064,0.047,-0.016,-0.010,0.106,0.095,0.025,-0.289,0.023
609,0.085,0.074,-0.002,0.000,0.181,-0.003,0.024,-0.289,0.071
610,0.085,0.074,-0.002,0.000,0.181,-0.033,0.024,-0.289,0.041
611,0.085,0.047,-0.002,-0.032,0.181,-0.003,0.024,-0.289,0.012
612,0.085,0.047,-0.016,-0.032,0.106,-0.003,0.024,0.074,0.284
613,0.085,0.047,-0.002,0.000,0.181,0.030,0.022,-0.289,0.075
614,0.085,0.033,-0.046,0.069,0.181,0.032,0.022,-0.289,0.088
615,0.085,0.074,-0.016,-0.199,-0.325,-0.151,-0.016,-0.102,-0.649
616,0.085,-0.009,-0.002,0.069,-0.039,0.023,-0.016,-0.102,0.010
617,0.085,0.002,-0.016,0.000,-0.039,-0.033,-0.016,-0.102,-0.118
618,0.085,0.046,-0.046,-0.199,-0.075,-0.151,-0.016,-0.102,-0.456
619,0.085,-0.009,-0.046,0.095,0.009,0.032,-0.016,-0.102,0.049
620,0.085,-0.184,-0.002,0.069,0.009,0.023,-0.016,-0.102,-0.117
621,0.136,0.074,-0.046,-0.032,-0.039,0.032,-0.016,-0.102,0.008
622,0.136,0.074,-0.002,0.095,0.093,0.023,-0.016,-0.102,0.302
623,0.136,-0.060,-0.046,0.075,0.093,0.030,-0.016,-0.102,0.111
624,0.136,0.033,-0.002,0.000,0.106,0.032,-0.016,-0.102,0.187
625,0.136,0.046,-0.002,-0.069,0.009,-0.033,-0.016,-0.090,-0.018
626,0.136,0.033,-0.002,0.075,0.093,-0.003,-0.016,-0.102,0.214
627,0.136,-0.060,-0.016,0.095,0.093,-0.003,-0.016,-0.102,0.128
628,0.136,-0.009,-0.021,0.095,0.093,0.023,-0.016,-0.102,0.199
629,0.136,-0.184,-0.020,0.069,0.093,0.032,-0.016,-0.090,0.020
630,0.136,-0.009,-0.016,-0.010,0.093,-0.033,-0.016,-0.090,0.055
631,0.136,0.047,-0.002,0.069,0.106,0.030,-0.016,-0.102,0.269
632,0.136,0.047,-0.020,0.075,0.106,0.095,-0.016,-0.102,0.321
633,0.136,0.002,-0.021,-0.069,-0.140,0.032,-0.016,-0.102,-0.178
634,0.057,-0.009,-0.021,0.095,0.093,0.032,-0.016,0.013,0.244
635,0.136,0.002,-0.021,0.075,0.093,0.023,-0.016,-0.090,0.202
636,0.136,0.074,-0.061,-0.010,0.093,-0.151,-0.016,-0.090,-0.024
637,0.136,-0.060,-0.002,0.000,0.106,0.030,-0.016,-0.102,0.093
638,0.136,-0.009,-0.020,0.095,0.093,0.023,-0.016,-0.102,0.200
639,0.057,0.046,-0.021,0.069,0.093,0.030,-0.016,0.161,0.420
640,0.057,-0.009,0.077,-0.010,0.009,-0.003,-0.016,0.013,0.119
641,0.136,-0.009,-0.021,-0.069,0.009,-0.033,-0.016,0.013,0.011
642,0.136,0.033,-0.020,-0.199,0.093,-0.151,-0.016,-0.090,-0.214
643,0.136,-0.060,-0.002,0.000,0.093,-0.003,-0.016,-0.090,0.059
644,0.136,-0.009,-0.061,0.075,0.093,0.023,-0.016,-0.102,0.139
645,0.057,0.074,-0.021,0.069,0.106,0.095,-0.016,0.210,0.575
646,0.057,0.074,0.077,0.000,0.093,0.030,-0.016,0.161,0.477
647,0.057,-0.009,0.077,-0.010,0.009,0.095,-0.016,0.161,0.365
648,0.057,-0.009,-0.021,-0.069,-0.039,-0.033,-0.016,0.013,-0.116
649,0.057,0.074,-0.061,-0.069,0.009,-0.033,-0.016,0.013,-0.024
650,0.136,0.033,-0.016,-0.069,0.093,-0.031,-0.016,-0.090,0.041
651,0.136,-0.060,-0.002,0.075,0.093,-0.003,-0.016,-0.090,0.134
652,0.057,0.047,0.077,0.069,0.106,0.032,0.040,0.210,0.639
653,0.057,0.046,0.077,0.000,0.093,0.095,-0.016,0.210,0.563
654,0.057,0.046,0.077,-0.010,0.009,-0.003,-0.016,0.161,0.322
655,0.057,0.046,-0.021,-0.010,0.009,-0.003,-0.016,0.161,0.224
656,0.057,0.046,-0.061,-0.069,0.009,-0.031,-0.016,0.013,-0.050
657,0.057,0.074,-0.020,-0.069,0.093,-0.031,-0.016,0.013,0.103
658,0.136,0.033,-0.016,0.069,0.093,-0.031,-0.016,-0.090,0.179
659,0.136,-0.060,-0.020,0.095,0.093,0.030,-0.016,-0.090,0.169
660,0.136,-0.184,-0.021,0.075,-0.039,0.030,0.040,-0.102,-0.065
661,0.136,-0.184,-0.021,0.075,-0.039,0.023,0.040,-0.268,-0.238
662,0.085,-0.184,-0.021,0.000,-0.075,-0.033,0.040,-0.268,-0.456
663,0.085,0.002,-0.061,-0.032,-0.075,-0.033,0.040,-0.268,-0.342
664,0.057,0.074,0.077,-0.010,0.093,0.095,-0.016,0.161,0.532
665,0.057,0.047,-0.021,-0.010,0.093,-0.031,-0.016,0.161,0.281
666,0.057,0.047,-0.061,-0.010,0.093,-0.003,-0.016,0.013,0.121
667,0.057,0.047,-0.061,0.000,0.106,-0.003,-0.016,0.013,0.144
668,0.057,0.033,-0.020,0.075,0.106,0.032,-0.016,-0.090,0.177
669,0.057,0.033,-0.061,0.095,0.106,0.032,-0.016,-0.090,0.155
670,0.136,0.033,0.077,0.095,0.093,0.030,0.040,-0.102,0.402
