Elevation,Aspect,Slope,Curvature,Flow acc,TPI,Roads,Rivers,ID,Landslides,Class [E],Class [S],Class [A],Class [C],Class [FA],Class [TP],Class [D1],Class [D2],Wij [E],Wij [S],Wij [A],Wij [C],Wij [FA],Wij [TP],Wij [D1],Wij [D2],ISTCU
873.70,210.12,9.31,0.01252,36.82,-0.41,20.00,328.02,"2154",no,p7,p2,p2,p7,p6,p3,p1,p7,-0.670538695000000,0.032613953000000,-0.001822229000000,0.075126801000000,0.093063098000000,0.029821053000000,-0.113921575000000,-0.288671889000000,-0.844329482000000
876.29,225.71,17.41,-0.00417,5.81,-1.11,0.00,344.09,"2155",no,p7,p8,p3,p3,p3,p2,p1,p7,-0.670538695000000,-0.184272232000000,-0.016023948000000,-0.009676808000000,-0.140440662000000,0.031715877000000,-0.113921575000000,-0.288671889000000,-1.391829932000000
881.71,220.23,23.86,-0.01567,5.79,-0.49,0.00,360.56,"2156",no,p8,p8,p3,p2,p3,p3,p1,p7,-0.424437319000000,-0.184272232000000,-0.016023948000000,-0.068639136000000,-0.140440662000000,0.029821053000000,-0.113921575000000,-0.288671889000000,-1.206585708000000
887.56,214.01,27.07,-0.00182,6.66,-0.37,20.00,377.36,"2157",no,p8,p8,p2,p4,p3,p3,p1,p7,-0.424437319000000,-0.184272232000000,-0.001822229000000,-0.031836488000000,-0.140440662000000,0.029821053000000,-0.113921575000000,-0.288671889000000,-1.155581341000000
894.26,220.11,27.66,0.00919,6.42,0.25,28.28,394.46,"2158",no,p8,p8,p3,p6,p3,p6,p2,p7,-0.424437319000000,-0.184272232000000,-0.016023948000000,0.069394899000000,-0.140440662000000,-0.030695560000000,-0.023336602000000,-0.288671889000000,-1.038483312000000
738.23,220.55,6.37,-0.05374,2.43,0.75,100.00,196.98,"2159",no,p1,p1,p3,p1,p1,p7,p3,p5,0.167799761000000,-0.059663047000000,-0.016023948000000,-0.198733044000000,-0.325177251000000,-0.033089711000000,0.027092548000000,-0.101812710000000,-0.539607402000000
740.62,220.35,12.72,-0.02498,2.82,1.08,120.00,189.74,"2160",no,p1,p5,p3,p1,p1,p7,p4,p5,0.167799761000000,0.046295095000000,-0.016023948000000,-0.198733044000000,-0.325177251000000,-0.033089711000000,0.022456623000000,-0.101812710000000,-0.438285184000000
743.92,211.12,15.23,-0.02451,2.31,1.72,140.00,184.39,"2161",no,p1,p7,p2,p1,p1,p8,p5,p5,0.167799761000000,0.001808829000000,-0.001822229000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,0.024231304000000,-0.101812710000000,-0.584696184000000
751.52,253.25,14.55,0.03572,6.65,-3.47,197.99,100.00,"2162",no,p2,p6,p6,p8,p3,p1,p6,p3,0.057115551000000,-0.009248494000000,-0.021112622000000,0.095087784000000,-0.140440662000000,0.022916385000000,0.025357110000000,0.013423231000000,0.043098283000000
759.57,249.13,13.06,0.00007,2.27,1.42,212.60,89.44,"2163",no,p2,p5,p5,p4,p1,p8,p7,p3,0.057115551000000,0.046295095000000,-0.061148782000000,-0.031836488000000,-0.325177251000000,-0.150990845000000,0.040094809000000,0.013423231000000,-0.412224681000000
786.43,242.74,17.26,-0.01929,2.33,3.62,328.02,144.22,"2164",no,p3,p7,p5,p2,p1,p8,p8,p4,0.136007927000000,0.001808829000000,-0.061148782000000,-0.068639136000000,-0.325177251000000,-0.150990845000000,-0.015670617000000,-0.089983568000000,-0.573793442000000
788.20,205.35,8.64,-0.03823,4.71,1.41,344.09,161.25,"2165",no,p3,p2,p2,p1,p2,p8,p8,p5,0.136007927000000,0.032613953000000,-0.001822229000000,-0.198733044000000,-0.074792069000000,-0.150990845000000,-0.015670617000000,-0.101812710000000,-0.375199633000000
815.38,282.33,13.05,0.02172,10.82,-0.61,322.49,220.00,"2166",no,p5,p5,p8,p8,p4,p3,p8,p6,0.064455638000000,0.046295095000000,0.068000694000000,0.095087784000000,-0.038693589000000,0.029821053000000,-0.015670617000000,-0.267899596000000,-0.018603537000000
819.32,282.11,13.95,0.02850,9.04,-1.70,320.62,220.00,"2167",no,p5,p6,p8,p8,p3,p1,p8,p6,0.064455638000000,-0.009248494000000,0.068000694000000,0.095087784000000,-0.140440662000000,0.022916385000000,-0.015670617000000,-0.267899596000000,-0.182798867000000
824.90,279.43,15.51,0.02642,5.65,-1.11,311.13,220.00,"2168",no,p5,p7,p7,p8,p2,p2,p8,p6,0.064455638000000,0.001808829000000,0.077229926000000,0.095087784000000,-0.074792069000000,0.031715877000000,-0.015670617000000,-0.267899596000000,-0.088064226000000
830.53,268.09,13.91,0.01549,3.66,-0.45,297.32,220.00,"2169",no,p5,p6,p7,p7,p2,p3,p8,p6,0.064455638000000,-0.009248494000000,0.077229926000000,0.075126801000000,-0.074792069000000,0.029821053000000,-0.015670617000000,-0.267899596000000,-0.120977356000000
835.51,230.99,10.18,-0.03906,3.18,1.09,284.25,220.00,"2170",no,p6,p3,p4,p1,p1,p7,p8,p6,0.022720713000000,0.047151447000000,-0.019866731000000,-0.198733044000000,-0.325177251000000,-0.033089711000000,-0.015670617000000,-0.267899596000000,-0.790564791000000
836.58,189.60,10.05,-0.01699,7.39,0.25,272.03,220.00,"2171",no,p6,p3,p1,p2,p3,p6,p8,p6,0.022720713000000,0.047151447000000,-0.045615821000000,-0.068639136000000,-0.140440662000000,-0.030695560000000,-0.015670617000000,-0.267899596000000,-0.499089231000000
844.83,231.88,11.10,0.02055,271.56,-1.06,161.25,250.60,"2172",no,p6,p4,p4,p7,p8,p2,p5,p6,0.022720713000000,0.074341477000000,-0.019866731000000,0.075126801000000,0.180950616000000,0.031715877000000,0.024231304000000,-0.267899596000000,0.121320460000000
849.26,247.38,13.63,0.00621,108.56,-0.22,141.42,260.77,"2173",no,p6,p6,p5,p5,p8,p4,p5,p6,0.022720713000000,-0.009248494000000,-0.061148782000000,0.000423519000000,0.180950616000000,0.094589063000000,0.024231304000000,-0.267899596000000,-0.015381658000000
854.00,253.07,16.79,-0.00751,37.15,-0.63,121.66,272.03,"2174",no,p7,p7,p6,p3,p6,p3,p4,p6,-0.670538695000000,0.001808829000000,-0.021112622000000,-0.009676808000000,0.093063098000000,0.029821053000000,0.022456623000000,-0.267899596000000,-0.822078118000000
861.48,250.80,19.20,-0.02048,5.03,1.16,101.98,284.25,"2175",no,p7,p8,p5,p1,p2,p8,p4,p6,-0.670538695000000,-0.184272232000000,-0.061148782000000,-0.198733044000000,-0.074792069000000,-0.150990845000000,0.022456623000000,-0.267899596000000,-1.585918640000000
868.31,235.78,17.49,-0.03695,3.08,2.54,82.46,297.32,"2176",no,p7,p8,p4,p1,p1,p8,p3,p6,-0.670538695000000,-0.184272232000000,-0.019866731000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,0.027092548000000,-0.267899596000000,-1.790385847000000
871.99,199.83,12.69,-0.05026,6.33,3.04,63.25,311.13,"2177",no,p7,p5,p1,p1,p3,p8,p3,p7,-0.670538695000000,0.046295095000000,-0.045615821000000,-0.198733044000000,-0.140440662000000,-0.150990845000000,0.027092548000000,-0.288671889000000,-1.421603313000000
870.50,173.10,10.83,0.00860,32.00,0.08,44.72,325.58,"2178",no,p7,p3,p1,p6,p6,p5,p2,p7,-0.670538695000000,0.047151447000000,-0.045615821000000,0.069394899000000,0.093063098000000,-0.003211972000000,-0.023336602000000,-0.288671889000000,-0.821765534000000
870.15,197.88,10.32,0.02635,40.05,-0.95,28.28,340.59,"2179",no,p7,p3,p1,p8,p6,p2,p2,p7,-0.670538695000000,0.047151447000000,-0.045615821000000,0.095087784000000,0.093063098000000,0.031715877000000,-0.023336602000000,-0.288671889000000,-0.761144799000000
872.27,219.22,13.85,0.00874,11.03,-0.99,20.00,356.09,"2180",no,p7,p6,p3,p6,p4,p2,p1,p7,-0.670538695000000,-0.009248494000000,-0.016023948000000,0.069394899000000,-0.038693589000000,0.031715877000000,-0.113921575000000,-0.288671889000000,-1.035987413000000
875.92,214.23,17.07,-0.01406,6.39,-0.42,0.00,372.02,"2181",no,p7,p7,p2,p2,p3,p3,p1,p7,-0.670538695000000,0.001808829000000,-0.001822229000000,-0.068639136000000,-0.140440662000000,0.029821053000000,-0.113921575000000,-0.288671889000000,-1.252404303000000
878.54,209.82,22.55,-0.00024,8.40,-2.04,0.00,388.33,"2182",no,p7,p8,p2,p4,p3,p1,p1,p7,-0.670538695000000,-0.184272232000000,-0.001822229000000,-0.031836488000000,-0.140440662000000,0.022916385000000,-0.113921575000000,-0.288671889000000,-1.408587385000000
884.67,217.37,29.72,0.00264,7.74,-1.23,20.00,404.97,"2183",no,p8,p8,p3,p5,p3,p1,p1,p8,-0.424437319000000,-0.184272232000000,-0.016023948000000,0.000423519000000,-0.140440662000000,0.022916385000000,-0.113921575000000,0.073604571000000,-0.782151261000000
760.56,244.33,9.52,-0.06425,1.05,5.09,226.27,72.11,"2184",no,p2,p2,p5,p1,p1,p8,p7,p2,0.057115551000000,0.032613953000000,-0.061148782000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,0.040094809000000,0.161023411000000,-0.445202200000000
782.02,229.65,20.12,-0.01737,6.51,2.74,340.59,134.16,"2185",no,p3,p8,p4,p2,p3,p8,p8,p4,0.136007927000000,-0.184272232000000,-0.019866731000000,-0.068639136000000,-0.140440662000000,-0.150990845000000,-0.015670617000000,-0.089983568000000,-0.533855864000000
795.97,271.62,22.31,0.01628,8.88,-1.23,316.23,228.04,"2186",no,p4,p8,p7,p7,p3,p1,p8,p6,0.084868619000000,-0.184272232000000,0.077229926000000,0.075126801000000,-0.140440662000000,0.022916385000000,-0.015670617000000,-0.267899596000000,-0.348141375000000
805.10,274.86,20.96,0.00042,6.82,0.82,310.48,240.83,"2187",no,p4,p8,p7,p4,p3,p7,p8,p6,0.084868619000000,-0.184272232000000,0.077229926000000,-0.031836488000000,-0.140440662000000,-0.033089711000000,-0.015670617000000,-0.267899596000000,-0.511110760000000
812.02,274.77,16.19,-0.01179,4.73,0.98,305.94,240.00,"2188",no,p5,p7,p7,p2,p2,p7,p8,p6,0.064455638000000,0.001808829000000,0.077229926000000,-0.068639136000000,-0.074792069000000,-0.033089711000000,-0.015670617000000,-0.267899596000000,-0.316596734000000
817.67,276.38,13.20,-0.03539,3.29,1.70,302.65,240.00,"2189",no,p5,p5,p7,p1,p1,p8,p8,p6,0.064455638000000,0.046295095000000,0.077229926000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,-0.015670617000000,-0.267899596000000,-0.770490694000000
822.01,277.37,13.84,-0.03514,2.88,0.93,300.67,240.00,"2190",no,p5,p6,p7,p1,p1,p7,p8,p6,0.064455638000000,-0.009248494000000,0.077229926000000,-0.198733044000000,-0.325177251000000,-0.033089711000000,-0.015670617000000,-0.267899596000000,-0.708133148000000
827.44,275.29,14.51,-0.03904,2.21,1.75,300.00,240.00,"2191",no,p5,p6,p7,p1,p1,p8,p8,p6,0.064455638000000,-0.009248494000000,0.077229926000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,-0.015670617000000,-0.267899596000000,-0.826034282000000
832.30,255.73,8.69,-0.05790,1.59,2.67,300.00,240.00,"2192",no,p6,p2,p6,p1,p1,p8,p8,p6,0.022720713000000,0.032613953000000,-0.021112622000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,-0.015670617000000,-0.267899596000000,-0.924249310000000
832.73,198.64,7.72,-0.05182,3.74,0.74,300.00,240.00,"2193",no,p6,p1,p1,p1,p2,p7,p8,p6,0.022720713000000,-0.059663047000000,-0.045615821000000,-0.198733044000000,-0.074792069000000,-0.033089711000000,-0.015670617000000,-0.267899596000000,-0.672743192000000
832.93,183.68,10.27,-0.00335,12.46,0.14,288.44,240.00,"2194",no,p6,p3,p1,p4,p4,p5,p8,p6,0.022720713000000,0.047151447000000,-0.045615821000000,-0.031836488000000,-0.038693589000000,-0.003211972000000,-0.015670617000000,-0.267899596000000,-0.333055922000000
842.93,239.80,12.03,0.01024,134.33,-0.58,164.92,268.33,"2195",no,p6,p5,p4,p6,p8,p3,p5,p6,0.022720713000000,0.046295095000000,-0.019866731000000,0.069394899000000,0.180950616000000,0.029821053000000,0.024231304000000,-0.267899596000000,0.085647351000000
847.48,245.62,13.95,-0.00523,34.91,0.10,145.60,277.85,"2196",no,p6,p6,p5,p3,p6,p5,p5,p6,0.022720713000000,-0.009248494000000,-0.061148782000000,-0.009676808000000,0.093063098000000,-0.003211972000000,0.024231304000000,-0.267899596000000,-0.211170538000000
852.26,242.54,16.29,-0.01318,9.59,0.00,126.49,288.44,"2197",no,p7,p7,p5,p2,p4,p5,p4,p6,-0.670538695000000,0.001808829000000,-0.061148782000000,-0.068639136000000,-0.038693589000000,-0.003211972000000,0.022456623000000,-0.267899596000000,-1.085866317000000
858.18,231.63,18.37,-0.01876,4.31,0.98,107.70,300.00,"2198",no,p7,p8,p4,p2,p2,p7,p4,p6,-0.670538695000000,-0.184272232000000,-0.019866731000000,-0.068639136000000,-0.074792069000000,-0.033089711000000,0.022456623000000,-0.267899596000000,-1.296641546000000
862.30,216.03,18.69,-0.01463,6.62,0.42,89.44,312.41,"2199",no,p7,p8,p2,p2,p3,p6,p3,p7,-0.670538695000000,-0.184272232000000,-0.001822229000000,-0.068639136000000,-0.140440662000000,-0.030695560000000,0.027092548000000,-0.288671889000000,-1.357987854000000
865.47,199.39,16.47,-0.01723,15.64,0.72,72.11,325.58,"2200",no,p7,p7,p1,p2,p5,p7,p3,p7,-0.670538695000000,0.001808829000000,-0.045615821000000,-0.068639136000000,0.009232847000000,-0.033089711000000,0.027092548000000,-0.288671889000000,-1.068421026000000
866.51,187.18,12.90,0.00296,31.88,0.26,56.57,339.41,"2201",no,p7,p5,p1,p5,p6,p6,p2,p7,-0.670538695000000,0.046295095000000,-0.045615821000000,0.000423519000000,0.093063098000000,-0.030695560000000,-0.023336602000000,-0.288671889000000,-0.919076854000000
866.92,200.88,10.89,0.02397,37.81,-0.52,44.72,353.84,"2202",no,p7,p4,p1,p8,p6,p3,p2,p7,-0.670538695000000,0.074341477000000,-0.045615821000000,0.095087784000000,0.093063098000000,0.029821053000000,-0.023336602000000,-0.288671889000000,-0.735849594000000
869.10,219.87,12.22,0.00648,12.61,-0.36,28.28,368.78,"2203",no,p7,p5,p3,p5,p4,p3,p2,p7,-0.670538695000000,0.046295095000000,-0.016023948000000,0.000423519000000,-0.038693589000000,0.029821053000000,-0.023336602000000,-0.288671889000000,-0.960725055000000
872.31,210.92,12.06,-0.02141,5.77,0.67,20.00,384.19,"2204",no,p7,p5,p2,p1,p2,p7,p1,p7,-0.670538695000000,0.046295095000000,-0.001822229000000,-0.198733044000000,-0.074792069000000,-0.033089711000000,-0.113921575000000,-0.288671889000000,-1.335274117000000
872.93,203.06,14.79,0.00723,9.81,-1.57,0.00,400.00,"2205",no,p7,p6,p2,p6,p4,p1,p1,p7,-0.670538695000000,-0.009248494000000,-0.001822229000000,0.069394899000000,-0.038693589000000,0.022916385000000,-0.113921575000000,-0.288671889000000,-1.030585186000000
875.29,214.25,23.32,0.00497,10.45,-3.09,0.00,416.17,"2206",no,p7,p8,p2,p5,p4,p1,p1,p8,-0.670538695000000,-0.184272232000000,-0.001822229000000,0.000423519000000,-0.038693589000000,0.022916385000000,-0.113921575000000,0.073604571000000,-0.912303844000000
757.60,209.46,14.75,-0.07404,1.11,5.32,216.33,56.57,"2207",no,p2,p6,p2,p1,p1,p8,p7,p2,0.057115551000000,-0.009248494000000,-0.001822229000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,0.040094809000000,0.161023411000000,-0.427738093000000
769.89,235.58,18.18,0.00583,18.63,-0.54,339.41,107.70,"2208",no,p2,p8,p4,p5,p5,p3,p8,p3,0.057115551000000,-0.184272232000000,-0.019866731000000,0.000423519000000,0.009232847000000,0.029821053000000,-0.015670617000000,0.013423231000000,-0.109793379000000
797.33,270.26,23.80,-0.01501,4.54,0.76,297.32,223.61,"2209",no,p4,p8,p7,p2,p2,p7,p8,p6,0.084868619000000,-0.184272232000000,0.077229926000000,-0.068639136000000,-0.074792069000000,-0.033089711000000,-0.015670617000000,-0.267899596000000,-0.482264815000000
806.41,266.54,19.26,-0.01837,3.42,2.51,291.20,243.31,"2210",no,p4,p8,p7,p2,p2,p8,p8,p6,0.084868619000000,-0.184272232000000,0.077229926000000,-0.068639136000000,-0.074792069000000,-0.150990845000000,-0.015670617000000,-0.267899596000000,-0.600165948000000
811.18,252.98,15.02,-0.03009,3.19,0.65,286.36,260.00,"2211",no,p4,p7,p6,p1,p1,p7,p8,p6,0.084868619000000,0.001808829000000,-0.021112622000000,-0.198733044000000,-0.325177251000000,-0.033089711000000,-0.015670617000000,-0.267899596000000,-0.775005393000000
816.95,244.92,14.60,-0.01608,2.71,1.71,282.84,260.00,"2212",no,p5,p6,p5,p2,p1,p8,p8,p6,0.064455638000000,-0.009248494000000,-0.061148782000000,-0.068639136000000,-0.325177251000000,-0.150990845000000,-0.015670617000000,-0.267899596000000,-0.834319082000000
820.02,251.00,15.71,-0.00619,2.87,-0.89,280.71,260.00,"2213",no,p5,p7,p5,p3,p1,p2,p8,p6,0.064455638000000,0.001808829000000,-0.061148782000000,-0.009676808000000,-0.325177251000000,0.031715877000000,-0.015670617000000,-0.267899596000000,-0.581592710000000
826.99,248.25,13.84,-0.01788,1.76,1.93,280.00,260.00,"2214",no,p5,p6,p5,p2,p1,p8,p8,p6,0.064455638000000,-0.009248494000000,-0.061148782000000,-0.068639136000000,-0.325177251000000,-0.150990845000000,-0.015670617000000,-0.267899596000000,-0.834319082000000
829.47,205.72,8.81,-0.05135,2.03,1.25,280.00,260.00,"2215",no,p5,p2,p2,p1,p1,p8,p8,p6,0.064455638000000,0.032613953000000,-0.001822229000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,-0.015670617000000,-0.267899596000000,-0.863223990000000
829.51,178.63,10.06,-0.00688,5.31,0.38,280.71,260.00,"2216",no,p5,p3,p1,p3,p2,p6,p8,p6,0.064455638000000,0.047151447000000,-0.045615821000000,-0.009676808000000,-0.074792069000000,-0.030695560000000,-0.015670617000000,-0.267899596000000,-0.332743384000000
829.09,177.35,10.94,0.00519,13.32,-0.09,282.84,260.00,"2217",no,p5,p4,p1,p5,p4,p4,p8,p6,0.064455638000000,0.074341477000000,-0.045615821000000,0.000423519000000,-0.038693589000000,0.094589063000000,-0.015670617000000,-0.267899596000000,-0.134069925000000
841.10,240.52,12.84,0.00150,48.40,-0.05,170.88,286.36,"2218",no,p6,p5,p4,p5,p7,p5,p6,p6,0.022720713000000,0.046295095000000,-0.019866731000000,0.000423519000000,0.105651855000000,-0.003211972000000,0.025357110000000,-0.267899596000000,-0.090530009000000
845.18,242.47,13.70,-0.00132,13.67,-0.10,152.32,295.30,"2219",no,p6,p6,p5,p4,p4,p4,p5,p6,0.022720713000000,-0.009248494000000,-0.061148782000000,-0.031836488000000,-0.038693589000000,0.094589063000000,0.024231304000000,-0.267899596000000,-0.267285869000000
849.48,233.17,14.03,-0.01161,6.23,0.08,134.16,305.29,"2220",no,p6,p6,p4,p2,p3,p5,p5,p7,0.022720713000000,-0.009248494000000,-0.019866731000000,-0.068639136000000,-0.140440662000000,-0.003211972000000,0.024231304000000,-0.288671889000000,-0.483126868000000
853.04,219.02,15.80,-0.01336,7.11,-0.21,116.62,316.23,"2221",no,p7,p7,p3,p2,p3,p4,p4,p7,-0.670538695000000,0.001808829000000,-0.016023948000000,-0.068639136000000,-0.140440662000000,0.094589063000000,0.022456623000000,-0.288671889000000,-1.065459814000000
856.74,210.19,17.59,-0.00773,12.05,0.23,100.00,328.02,"2222",no,p7,p8,p2,p3,p4,p6,p3,p7,-0.670538695000000,-0.184272232000000,-0.001822229000000,-0.009676808000000,-0.038693589000000,-0.030695560000000,0.027092548000000,-0.288671889000000,-1.197278452000000
859.79,200.32,17.55,-0.01325,21.82,0.83,84.85,340.59,"2223",no,p7,p8,p1,p2,p5,p7,p3,p7,-0.670538695000000,-0.184272232000000,-0.045615821000000,-0.068639136000000,0.009232847000000,-0.033089711000000,0.027092548000000,-0.288671889000000,-1.254502088000000
861.84,195.15,16.58,0.00438,33.99,0.95,72.11,353.84,"2224",no,p7,p7,p1,p5,p6,p7,p3,p7,-0.670538695000000,0.001808829000000,-0.045615821000000,0.000423519000000,0.093063098000000,-0.033089711000000,0.027092548000000,-0.288671889000000,-0.915528121000000
863.31,203.55,15.07,0.01152,32.12,0.46,56.57,367.70,"2225",no,p7,p7,p2,p6,p6,p6,p2,p7,-0.670538695000000,0.001808829000000,-0.001822229000000,0.069394899000000,0.093063098000000,-0.030695560000000,-0.023336602000000,-0.288671889000000,-0.850798147000000
865.86,218.72,14.37,0.01060,12.60,0.21,44.72,382.10,"2226",no,p7,p6,p3,p6,p4,p5,p2,p7,-0.670538695000000,-0.009248494000000,-0.016023948000000,0.069394899000000,-0.038693589000000,-0.003211972000000,-0.023336602000000,-0.288671889000000,-0.980330288000000
868.98,215.30,11.01,-0.01469,6.95,0.90,28.28,396.99,"2227",no,p7,p4,p2,p2,p3,p7,p2,p7,-0.670538695000000,0.074341477000000,-0.001822229000000,-0.068639136000000,-0.140440662000000,-0.033089711000000,-0.023336602000000,-0.288671889000000,-1.152197446000000
869.50,198.84,8.95,0.00369,12.73,-0.77,20.00,412.31,"2228",no,p7,p2,p1,p5,p4,p2,p1,p8,-0.670538695000000,0.032613953000000,-0.045615821000000,0.000423519000000,-0.038693589000000,0.031715877000000,-0.113921575000000,0.073604571000000,-0.730411759000000
870.82,215.14,13.36,0.01768,14.79,-1.77,0.00,428.02,"2229",no,p7,p6,p2,p7,p5,p1,p1,p8,-0.670538695000000,-0.009248494000000,-0.001822229000000,0.075126801000000,0.009232847000000,0.022916385000000,-0.113921575000000,0.073604571000000,-0.614650387000000
750.27,210.86,16.28,-0.03877,2.29,1.58,205.91,44.72,"2230",no,p2,p7,p2,p1,p1,p8,p7,p2,0.057115551000000,0.001808829000000,-0.001822229000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,0.040094809000000,0.161023411000000,-0.416680770000000
750.20,173.85,11.51,0.00158,11.65,-0.49,223.61,28.28,"2231",no,p2,p4,p1,p5,p4,p3,p7,p1,0.057115551000000,0.074341477000000,-0.045615821000000,0.000423519000000,-0.038693589000000,0.029821053000000,0.040094809000000,0.210227777000000,0.327714775000000
762.12,245.94,12.32,0.02463,40.54,-1.45,316.23,82.46,"2232",no,p2,p5,p5,p8,p6,p1,p8,p3,0.057115551000000,0.046295095000000,-0.061148782000000,0.095087784000000,0.093063098000000,0.022916385000000,-0.015670617000000,0.013423231000000,0.251081745000000
787.34,255.55,20.99,0.00592,6.16,-0.97,286.36,201.00,"2233",no,p3,p8,p6,p5,p3,p2,p8,p5,0.136007927000000,-0.184272232000000,-0.021112622000000,0.000423519000000,-0.140440662000000,0.031715877000000,-0.015670617000000,-0.101812710000000,-0.295161520000000
796.13,259.01,23.73,-0.00599,4.79,0.21,278.57,220.91,"2234",no,p4,p8,p6,p3,p2,p5,p8,p6,0.084868619000000,-0.184272232000000,-0.021112622000000,-0.009676808000000,-0.074792069000000,-0.003211972000000,-0.015670617000000,-0.267899596000000,-0.491767297000000
805.26,250.34,18.15,-0.01155,3.64,2.61,272.03,240.83,"2235",no,p4,p8,p5,p2,p2,p8,p8,p6,0.084868619000000,-0.184272232000000,-0.061148782000000,-0.068639136000000,-0.074792069000000,-0.150990845000000,-0.015670617000000,-0.267899596000000,-0.738544657000000
808.17,236.72,14.16,-0.00189,4.84,-0.60,266.83,260.77,"2236",no,p4,p6,p4,p4,p2,p3,p8,p6,0.084868619000000,-0.009248494000000,-0.019866731000000,-0.031836488000000,-0.074792069000000,0.029821053000000,-0.015670617000000,-0.267899596000000,-0.304624322000000
812.65,240.91,15.92,0.01084,4.59,-0.77,263.06,280.00,"2237",no,p5,p7,p4,p6,p2,p2,p8,p6,0.064455638000000,0.001808829000000,-0.019866731000000,0.069394899000000,-0.074792069000000,0.031715877000000,-0.015670617000000,-0.267899596000000,-0.210853769000000
818.24,247.40,17.41,0.00154,2.91,-0.50,260.77,280.00,"2238",no,p5,p8,p5,p5,p1,p3,p8,p6,0.064455638000000,-0.184272232000000,-0.061148782000000,0.000423519000000,-0.325177251000000,0.029821053000000,-0.015670617000000,-0.267899596000000,-0.759468268000000
825.35,233.35,13.12,-0.03155,1.67,2.78,260.00,280.00,"2239",no,p5,p5,p4,p1,p1,p8,p8,p6,0.064455638000000,0.046295095000000,-0.019866731000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,-0.015670617000000,-0.267899596000000,-0.867587351000000
825.65,188.93,9.91,-0.02284,3.10,0.34,260.00,280.00,"2240",no,p5,p3,p1,p1,p1,p6,p8,p6,0.064455638000000,0.047151447000000,-0.045615821000000,-0.198733044000000,-0.325177251000000,-0.030695560000000,-0.015670617000000,-0.267899596000000,-0.772184803000000
825.78,175.72,10.49,-0.00493,6.49,0.17,260.77,280.00,"2241",no,p5,p3,p1,p3,p3,p5,p8,p6,0.064455638000000,0.047151447000000,-0.045615821000000,-0.009676808000000,-0.140440662000000,-0.003211972000000,-0.015670617000000,-0.267899596000000,-0.370908390000000
825.10,176.57,10.24,0.00744,16.95,-0.42,263.06,280.00,"2242",no,p5,p3,p1,p6,p5,p3,p8,p6,0.064455638000000,0.047151447000000,-0.045615821000000,0.069394899000000,0.009232847000000,0.029821053000000,-0.015670617000000,-0.267899596000000,-0.109130148000000
834.64,232.61,11.58,0.00360,79.20,-0.57,196.98,297.32,"2243",no,p6,p4,p4,p5,p7,p3,p6,p6,0.022720713000000,0.074341477000000,-0.019866731000000,0.000423519000000,0.105651855000000,0.029821053000000,0.025357110000000,-0.267899596000000,-0.029450601000000
838.68,237.91,13.53,0.00007,20.27,-0.06,178.89,304.63,"2244",no,p6,p6,p4,p4,p5,p5,p6,p7,0.022720713000000,-0.009248494000000,-0.019866731000000,-0.031836488000000,0.009232847000000,-0.003211972000000,0.025357110000000,-0.288671889000000,-0.295524903000000
843.13,239.31,13.86,-0.00398,7.88,0.36,161.25,313.05,"2245",no,p6,p6,p4,p3,p3,p6,p5,p7,0.022720713000000,-0.009248494000000,-0.019866731000000,-0.009676808000000,-0.140440662000000,-0.030695560000000,0.024231304000000,-0.288671889000000,-0.451648128000000
847.18,227.54,11.71,-0.01831,6.18,0.94,144.22,322.49,"2246",no,p6,p4,p3,p2,p3,p7,p5,p7,0.022720713000000,0.074341477000000,-0.016023948000000,-0.068639136000000,-0.140440662000000,-0.033089711000000,0.024231304000000,-0.288671889000000,-0.425571853000000
848.72,211.69,12.11,-0.00454,10.54,-0.66,128.06,332.87,"2247",no,p6,p5,p2,p3,p4,p2,p4,p7,0.022720713000000,0.046295095000000,-0.001822229000000,-0.009676808000000,-0.038693589000000,0.031715877000000,0.022456623000000,-0.288671889000000,-0.215676206000000
851.13,205.48,14.84,-0.01163,15.80,-0.43,113.14,344.09,"2248",no,p6,p6,p2,p2,p5,p3,p4,p7,0.022720713000000,-0.009248494000000,-0.001822229000000,-0.068639136000000,0.009232847000000,0.029821053000000,0.022456623000000,-0.288671889000000,-0.284150510000000
853.44,195.89,16.75,-0.00651,22.83,-0.05,100.00,356.09,"2249",no,p7,p7,p1,p3,p5,p5,p3,p7,-0.670538695000000,0.001808829000000,-0.045615821000000,-0.009676808000000,0.009232847000000,-0.003211972000000,0.027092548000000,-0.288671889000000,-0.979580960000000
854.29,198.33,17.72,0.01085,38.68,-1.33,84.85,368.78,"2250",no,p7,p8,p1,p6,p6,p1,p3,p7,-0.670538695000000,-0.184272232000000,-0.045615821000000,0.069394899000000,0.093063098000000,0.022916385000000,0.027092548000000,-0.288671889000000,-0.976631707000000
