Elevation,Aspect,Slope,Curvature,Flow acc,TPI,Roads,Rivers,ID,Landslides,Class [E],Class [S],Class [A],Class [C],Class [FA],Class [TP],Class [D1],Class [D2],Wij [E],Wij [S],Wij [A],Wij [C],Wij [FA],Wij [TP],Wij [D1],Wij [D2],ISTCU
746.17,293.25,9.10,0.00576,234.61,0.00,0.00,20.00,"1086",yes,p1,p2,p8,p5,p8,p5,p1,p1,0.167799761000000,0.032613953000000,0.068000694000000,0.000423519000000,0.180950616000000,-0.003211972000000,-0.113921575000000,0.210227777000000,0.542882772000000
749.13,286.25,9.07,0.00491,290.94,0.09,0.00,20.00,"1087",yes,p2,p2,p8,p5,p8,p5,p1,p1,0.057115551000000,0.032613953000000,0.068000694000000,0.000423519000000,0.180950616000000,-0.003211972000000,-0.113921575000000,0.210227777000000,0.432198562000000
751.39,282.08,8.03,0.03025,303.08,-0.90,20.00,0.00,"1088",yes,p2,p1,p8,p8,p8,p2,p1,p1,0.057115551000000,-0.059663047000000,0.068000694000000,0.095087784000000,0.180950616000000,0.031715877000000,-0.113921575000000,0.210227777000000,0.469513676000000
754.49,263.70,9.72,0.02582,170.38,-0.95,40.00,0.00,"1089",yes,p2,p3,p7,p8,p8,p2,p2,p1,0.057115551000000,0.047151447000000,0.077229926000000,0.095087784000000,0.180950616000000,0.031715877000000,-0.023336602000000,0.210227777000000,0.676142377000000
758.11,249.76,11.48,0.02001,136.06,-0.90,60.00,0.00,"1090",yes,p2,p4,p5,p7,p8,p2,p2,p1,0.057115551000000,0.074341477000000,-0.061148782000000,0.075126801000000,0.180950616000000,0.031715877000000,-0.023336602000000,0.210227777000000,0.544992715000000
761.75,241.94,12.49,0.01619,144.17,-1.17,80.00,0.00,"1091",yes,p2,p5,p5,p7,p8,p1,p3,p1,0.057115551000000,0.046295095000000,-0.061148782000000,0.075126801000000,0.180950616000000,0.022916385000000,0.027092548000000,0.210227777000000,0.558575990000000
766.01,235.90,13.13,0.01606,182.32,-0.73,100.00,0.00,"1092",yes,p2,p5,p4,p7,p8,p2,p3,p1,0.057115551000000,0.046295095000000,-0.019866731000000,0.075126801000000,0.180950616000000,0.031715877000000,0.027092548000000,0.210227777000000,0.608657533000000
769.45,236.55,12.40,0.02650,288.87,-1.07,120.00,0.00,"1093",yes,p2,p5,p4,p8,p8,p2,p4,p1,0.057115551000000,0.046295095000000,-0.019866731000000,0.095087784000000,0.180950616000000,0.031715877000000,0.022456623000000,0.210227777000000,0.623982591000000
773.48,246.98,9.99,0.03764,295.03,-0.35,140.00,0.00,"1094",yes,p3,p3,p5,p8,p8,p4,p5,p1,0.136007927000000,0.047151447000000,-0.061148782000000,0.095087784000000,0.180950616000000,0.094589063000000,0.024231304000000,0.210227777000000,0.727097135000000
776.30,264.86,9.34,0.02641,215.35,-0.94,160.00,20.00,"1095",yes,p3,p2,p7,p8,p8,p2,p5,p1,0.136007927000000,0.032613953000000,0.077229926000000,0.095087784000000,0.180950616000000,0.031715877000000,0.024231304000000,0.210227777000000,0.788065164000000
780.04,283.23,9.33,0.01704,123.31,-0.23,180.00,20.00,"1096",yes,p3,p2,p8,p7,p8,p4,p6,p1,0.136007927000000,0.032613953000000,0.068000694000000,0.075126801000000,0.180950616000000,0.094589063000000,0.025357110000000,0.210227777000000,0.822873941000000
841.30,262.75,12.61,0.00374,16.92,-0.21,164.92,0.00,"1097",yes,p6,p5,p6,p5,p5,p4,p5,p1,0.022720713000000,0.046295095000000,-0.021112622000000,0.000423519000000,0.009232847000000,0.094589063000000,0.024231304000000,0.210227777000000,0.386607694000000
846.14,267.67,12.30,0.00330,11.58,0.38,145.60,0.00,"1098",yes,p6,p5,p7,p5,p4,p6,p5,p1,0.022720713000000,0.046295095000000,0.077229926000000,0.000423519000000,-0.038693589000000,-0.030695560000000,0.024231304000000,0.210227777000000,0.311739184000000
849.70,270.54,12.30,0.00428,12.06,-0.64,126.49,0.00,"1099",yes,p6,p5,p7,p5,p4,p3,p4,p1,0.022720713000000,0.046295095000000,0.077229926000000,0.000423519000000,-0.038693589000000,0.029821053000000,0.022456623000000,0.210227777000000,0.370481117000000
761.25,257.45,9.26,-0.00325,196.77,0.09,80.00,20.00,"1100",yes,p2,p2,p6,p4,p8,p5,p3,p1,0.057115551000000,0.032613953000000,-0.021112622000000,-0.031836488000000,0.180950616000000,-0.003211972000000,0.027092548000000,0.210227777000000,0.451839362000000
764.28,248.83,10.44,-0.00360,250.05,-0.28,100.00,20.00,"1101",yes,p2,p3,p5,p4,p8,p4,p3,p1,0.057115551000000,0.047151447000000,-0.061148782000000,-0.031836488000000,0.180950616000000,0.094589063000000,0.027092548000000,0.210227777000000,0.524141731000000
768.14,255.82,13.03,0.00661,223.09,-0.49,120.00,20.00,"1102",yes,p2,p5,p6,p5,p8,p3,p4,p1,0.057115551000000,0.046295095000000,-0.021112622000000,0.000423519000000,0.180950616000000,0.029821053000000,0.022456623000000,0.210227777000000,0.526177610000000
773.12,268.10,12.57,0.00550,111.61,0.33,140.00,20.00,"1103",yes,p3,p5,p7,p5,p8,p6,p5,p1,0.136007927000000,0.046295095000000,0.077229926000000,0.000423519000000,0.180950616000000,-0.030695560000000,0.024231304000000,0.210227777000000,0.644670603000000
776.81,280.95,11.75,0.00263,46.30,-0.53,160.00,28.28,"1104",yes,p3,p4,p8,p5,p7,p3,p5,p1,0.136007927000000,0.074341477000000,0.068000694000000,0.000423519000000,0.105651855000000,0.029821053000000,0.024231304000000,0.210227777000000,0.648705604000000
781.45,290.75,12.86,-0.00804,26.42,0.14,180.00,40.00,"1105",yes,p3,p5,p8,p3,p6,p5,p6,p1,0.136007927000000,0.046295095000000,0.068000694000000,-0.009676808000000,0.093063098000000,-0.003211972000000,0.025357110000000,0.210227777000000,0.566062920000000
820.04,279.57,12.54,-0.00280,7.03,-0.28,305.94,40.00,"1106",yes,p5,p5,p7,p4,p3,p4,p8,p1,0.064455638000000,0.046295095000000,0.077229926000000,-0.031836488000000,-0.140440662000000,0.094589063000000,-0.015670617000000,0.210227777000000,0.304849732000000
782.85,273.83,14.08,-0.02422,9.68,0.71,181.11,56.57,"1107",yes,p3,p6,p7,p1,p4,p7,p6,p2,0.136007927000000,-0.009248494000000,0.077229926000000,-0.198733044000000,-0.038693589000000,-0.033089711000000,0.025357110000000,0.161023411000000,0.119853537000000
821.10,267.57,12.07,-0.02300,3.33,0.76,310.48,60.00,"1108",yes,p5,p5,p7,p1,p1,p7,p8,p2,0.064455638000000,0.046295095000000,0.077229926000000,-0.198733044000000,-0.325177251000000,-0.033089711000000,-0.015670617000000,0.161023411000000,-0.223666553000000
825.34,261.53,10.60,-0.02658,2.98,1.16,291.20,56.57,"1109",yes,p5,p3,p6,p1,p1,p8,p8,p2,0.064455638000000,0.047151447000000,-0.021112622000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,-0.015670617000000,0.161023411000000,-0.439053883000000
828.41,261.72,7.94,-0.03214,3.03,0.94,272.03,44.72,"1110",yes,p5,p1,p6,p1,p1,p7,p8,p2,0.064455638000000,-0.059663047000000,-0.021112622000000,-0.198733044000000,-0.325177251000000,-0.033089711000000,-0.015670617000000,0.161023411000000,-0.427967244000000
746.80,297.84,10.01,0.02565,54.66,-0.12,0.00,80.00,"1111",yes,p1,p3,p8,p8,p7,p4,p1,p2,0.167799761000000,0.047151447000000,0.068000694000000,0.095087784000000,0.105651855000000,0.094589063000000,-0.113921575000000,0.161023411000000,0.625382440000000
788.41,273.52,16.62,0.00625,6.89,0.53,203.96,80.00,"1112",yes,p3,p7,p7,p5,p3,p6,p6,p2,0.136007927000000,0.001808829000000,0.077229926000000,0.000423519000000,-0.140440662000000,-0.030695560000000,0.025357110000000,0.161023411000000,0.230714500000000
820.04,251.03,11.53,-0.00506,4.01,0.27,316.23,80.00,"1113",yes,p5,p4,p5,p3,p2,p6,p8,p2,0.064455638000000,0.074341477000000,-0.061148782000000,-0.009676808000000,-0.074792069000000,-0.030695560000000,-0.015670617000000,0.161023411000000,0.107836691000000
823.59,246.40,10.90,-0.00318,4.00,0.14,297.32,72.11,"1114",yes,p5,p4,p5,p4,p2,p5,p8,p2,0.064455638000000,0.074341477000000,-0.061148782000000,-0.031836488000000,-0.074792069000000,-0.003211972000000,-0.015670617000000,0.161023411000000,0.113160599000000
826.92,243.82,9.80,-0.00620,3.40,0.17,278.57,63.25,"1115",yes,p5,p3,p5,p3,p2,p5,p8,p2,0.064455638000000,0.047151447000000,-0.061148782000000,-0.009676808000000,-0.074792069000000,-0.003211972000000,-0.015670617000000,0.161023411000000,0.108130249000000
830.26,244.10,9.09,-0.01564,3.00,0.63,260.00,60.00,"1116",yes,p5,p2,p5,p2,p1,p7,p8,p2,0.064455638000000,0.032613953000000,-0.061148782000000,-0.068639136000000,-0.325177251000000,-0.033089711000000,-0.015670617000000,0.161023411000000,-0.245632495000000
833.30,252.98,9.60,-0.02710,3.32,0.63,241.66,60.00,"1117",yes,p6,p2,p6,p1,p1,p7,p7,p2,0.022720713000000,0.032613953000000,-0.021112622000000,-0.198733044000000,-0.325177251000000,-0.033089711000000,0.040094809000000,0.161023411000000,-0.321659744000000
788.37,270.34,18.55,-0.01030,4.34,0.31,208.81,100.00,"1118",yes,p3,p8,p7,p2,p2,p6,p7,p3,0.136007927000000,-0.184272232000000,0.077229926000000,-0.068639136000000,-0.074792069000000,-0.030695560000000,0.040094809000000,0.013423231000000,-0.091643103000000
795.84,274.20,15.46,-0.02576,3.01,2.25,228.04,100.00,"1119",yes,p4,p7,p7,p1,p1,p8,p7,p3,0.084868619000000,0.001808829000000,0.077229926000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,0.040094809000000,0.013423231000000,-0.457475726000000
800.04,278.51,11.36,-0.04066,3.00,1.48,247.39,100.00,"1120",yes,p4,p4,p7,p1,p1,p8,p8,p3,0.084868619000000,0.074341477000000,0.077229926000000,-0.198733044000000,-0.325177251000000,-0.150990845000000,-0.015670617000000,0.013423231000000,-0.440708503000000
815.06,254.30,11.05,-0.01513,4.53,0.46,325.58,100.00,"1121",yes,p5,p4,p6,p2,p2,p6,p8,p3,0.064455638000000,0.074341477000000,-0.021112622000000,-0.068639136000000,-0.074792069000000,-0.030695560000000,-0.015670617000000,0.013423231000000,-0.058689657000000
818.28,247.58,10.89,-0.00342,4.77,-0.16,323.11,100.00,"1122",yes,p5,p4,p5,p4,p2,p4,p8,p3,0.064455638000000,0.074341477000000,-0.061148782000000,-0.031836488000000,-0.074792069000000,0.094589063000000,-0.015670617000000,0.013423231000000,0.063361454000000
822.06,242.58,10.67,-0.00916,3.93,0.28,304.63,89.44,"1123",yes,p5,p3,p5,p3,p2,p6,p8,p3,0.064455638000000,0.047151447000000,-0.061148782000000,-0.009676808000000,-0.074792069000000,-0.030695560000000,-0.015670617000000,0.013423231000000,-0.066953519000000
825.45,229.99,10.14,-0.02406,3.50,0.77,286.36,82.46,"1124",yes,p5,p3,p4,p1,p2,p7,p8,p3,0.064455638000000,0.047151447000000,-0.019866731000000,-0.198733044000000,-0.074792069000000,-0.033089711000000,-0.015670617000000,0.013423231000000,-0.217121855000000
827.93,224.85,11.32,-0.00634,4.25,0.29,268.33,80.00,"1125",yes,p5,p4,p3,p3,p2,p6,p8,p2,0.064455638000000,0.074341477000000,-0.016023948000000,-0.009676808000000,-0.074792069000000,-0.030695560000000,-0.015670617000000,0.161023411000000,0.152961525000000
830.94,234.47,13.18,0.00068,5.06,-0.09,250.60,80.00,"1126",yes,p6,p5,p4,p4,p2,p4,p8,p2,0.022720713000000,0.046295095000000,-0.019866731000000,-0.031836488000000,-0.074792069000000,0.094589063000000,-0.015670617000000,0.161023411000000,0.182462376000000
799.13,174.40,15.56,-0.00704,2.54,1.28,20.00,140.00,"1127",yes,p4,p7,p1,p3,p1,p8,p1,p4,0.084868619000000,0.001808829000000,-0.045615821000000,-0.009676808000000,-0.325177251000000,-0.150990845000000,-0.113921575000000,-0.089983568000000,-0.648688419000000
797.48,175.38,15.81,0.01012,4.70,-0.26,28.28,141.42,"1128",yes,p4,p7,p1,p6,p2,p4,p2,p4,0.084868619000000,0.001808829000000,-0.045615821000000,0.069394899000000,-0.074792069000000,0.094589063000000,-0.023336602000000,-0.089983568000000,0.016933352000000
797.39,190.52,18.03,0.01157,6.83,-0.87,44.72,145.60,"1129",yes,p4,p8,p1,p6,p3,p2,p2,p4,0.084868619000000,-0.184272232000000,-0.045615821000000,0.069394899000000,-0.140440662000000,0.031715877000000,-0.023336602000000,-0.089983568000000,-0.297669489000000
800.26,203.82,18.99,0.01098,6.65,0.29,56.57,152.32,"1130",yes,p4,p8,p2,p6,p3,p6,p2,p4,0.084868619000000,-0.184272232000000,-0.001822229000000,0.069394899000000,-0.140440662000000,-0.030695560000000,-0.023336602000000,-0.089983568000000,-0.316287334000000
803.81,201.27,17.28,-0.01560,5.51,1.84,63.25,161.25,"1131",yes,p4,p7,p1,p2,p2,p8,p3,p5,0.084868619000000,0.001808829000000,-0.045615821000000,-0.068639136000000,-0.074792069000000,-0.150990845000000,0.027092548000000,-0.101812710000000,-0.328080583000000
794.53,172.82,18.19,-0.01443,2.28,1.01,40.00,161.25,"1132",yes,p4,p8,p1,p2,p1,p7,p2,p5,0.084868619000000,-0.184272232000000,-0.045615821000000,-0.068639136000000,-0.325177251000000,-0.033089711000000,-0.023336602000000,-0.101812710000000,-0.697074843000000
792.20,172.32,16.81,0.01427,3.54,-1.14,40.00,160.00,"1133",yes,p4,p7,p1,p7,p2,p2,p2,p4,0.084868619000000,0.001808829000000,-0.045615821000000,0.075126801000000,-0.074792069000000,0.031715877000000,-0.023336602000000,-0.089983568000000,-0.040207932000000
792.22,179.16,15.97,-0.00620,3.84,-0.42,40.00,160.00,"1134",yes,p4,p7,p1,p3,p2,p3,p2,p4,0.084868619000000,0.001808829000000,-0.045615821000000,-0.009676808000000,-0.074792069000000,0.029821053000000,-0.023336602000000,-0.089983568000000,-0.126906365000000
792.32,170.84,15.84,-0.00702,5.16,0.30,44.72,161.25,"1135",yes,p4,p7,p1,p3,p2,p6,p2,p5,0.084868619000000,0.001808829000000,-0.045615821000000,-0.009676808000000,-0.074792069000000,-0.030695560000000,-0.023336602000000,-0.101812710000000,-0.199252120000000
790.52,182.57,17.26,0.02559,10.47,-1.75,56.57,164.92,"1136",yes,p3,p7,p1,p8,p4,p1,p2,p5,0.136007927000000,0.001808829000000,-0.045615821000000,0.095087784000000,-0.038693589000000,0.022916385000000,-0.023336602000000,-0.101812710000000,0.046362205000000
792.90,203.31,20.83,0.00964,8.70,-0.76,72.11,170.88,"1137",yes,p4,p8,p2,p6,p3,p2,p3,p5,0.084868619000000,-0.184272232000000,-0.001822229000000,0.069394899000000,-0.140440662000000,0.031715877000000,0.027092548000000,-0.101812710000000,-0.215275889000000
797.02,201.54,20.14,-0.00889,8.66,1.05,82.46,156.20,"1138",yes,p4,p8,p1,p3,p3,p7,p3,p4,0.084868619000000,-0.184272232000000,-0.045615821000000,-0.009676808000000,-0.140440662000000,-0.033089711000000,0.027092548000000,-0.089983568000000,-0.391117635000000
797.63,207.68,17.70,0.02805,23.64,-1.99,89.44,141.42,"1139",yes,p4,p8,p2,p8,p5,p1,p3,p4,0.084868619000000,-0.184272232000000,-0.001822229000000,0.095087784000000,0.009232847000000,0.022916385000000,0.027092548000000,-0.089983568000000,-0.036879844000000
783.54,200.65,23.96,-0.00234,3.41,0.28,28.28,181.11,"1140",yes,p3,p8,p1,p4,p2,p6,p2,p5,0.136007927000000,-0.184272232000000,-0.045615821000000,-0.031836488000000,-0.074792069000000,-0.030695560000000,-0.023336602000000,-0.101812710000000,-0.356353553000000
786.42,193.02,22.42,-0.01171,2.96,0.87,44.72,184.39,"1141",yes,p3,p8,p1,p2,p1,p7,p2,p5,0.136007927000000,-0.184272232000000,-0.045615821000000,-0.068639136000000,-0.325177251000000,-0.033089711000000,-0.023336602000000,-0.101812710000000,-0.645935535000000
787.62,183.06,19.64,-0.00358,3.10,0.85,56.57,181.11,"1142",yes,p3,p8,p1,p4,p1,p7,p2,p5,0.136007927000000,-0.184272232000000,-0.045615821000000,-0.031836488000000,-0.325177251000000,-0.033089711000000,-0.023336602000000,-0.101812710000000,-0.609132887000000
787.06,181.43,15.41,0.00495,4.43,-0.26,60.00,180.00,"1143",yes,p3,p7,p1,p5,p2,p4,p2,p5,0.136007927000000,0.001808829000000,-0.045615821000000,0.000423519000000,-0.074792069000000,0.094589063000000,-0.023336602000000,-0.101812710000000,-0.012727863000000
787.12,182.52,12.83,-0.00477,4.91,-0.39,60.00,180.00,"1144",yes,p3,p5,p1,p3,p2,p3,p2,p5,0.136007927000000,0.046295095000000,-0.045615821000000,-0.009676808000000,-0.074792069000000,0.029821053000000,-0.023336602000000,-0.101812710000000,-0.043109934000000
787.25,167.38,12.94,-0.01932,5.70,0.32,63.25,181.11,"1145",yes,p3,p5,p1,p2,p2,p6,p3,p5,0.136007927000000,0.046295095000000,-0.045615821000000,-0.068639136000000,-0.074792069000000,-0.030695560000000,0.027092548000000,-0.101812710000000,-0.112159725000000
785.03,172.48,13.89,0.02929,12.98,-1.74,72.11,178.89,"1146",yes,p3,p6,p1,p8,p4,p1,p3,p5,0.136007927000000,-0.009248494000000,-0.045615821000000,0.095087784000000,-0.038693589000000,0.022916385000000,0.027092548000000,-0.101812710000000,0.085734032000000
785.54,202.83,17.11,0.02011,17.95,-2.23,84.85,161.25,"1147",yes,p3,p7,p2,p7,p5,p1,p3,p5,0.136007927000000,0.001808829000000,-0.001822229000000,0.075126801000000,0.009232847000000,0.022916385000000,0.027092548000000,-0.101812710000000,0.168550400000000
789.70,213.44,18.28,0.00939,24.32,-0.55,100.00,144.22,"1148",yes,p3,p8,p2,p6,p6,p3,p3,p4,0.136007927000000,-0.184272232000000,-0.001822229000000,0.069394899000000,0.093063098000000,0.029821053000000,0.027092548000000,-0.089983568000000,0.079301497000000
793.12,223.83,17.10,0.02028,26.01,-1.30,107.70,128.06,"1149",yes,p4,p7,p3,p7,p6,p1,p4,p4,0.084868619000000,0.001808829000000,-0.016023948000000,0.075126801000000,0.093063098000000,0.022916385000000,0.022456623000000,-0.089983568000000,0.194232840000000
798.97,230.67,17.16,0.00548,13.04,0.45,116.62,113.14,"1150",yes,p4,p7,p4,p5,p4,p6,p4,p3,0.084868619000000,0.001808829000000,-0.019866731000000,0.000423519000000,-0.038693589000000,-0.030695560000000,0.022456623000000,0.013423231000000,0.033724943000000
802.27,229.41,16.69,0.00757,9.97,-1.25,126.49,100.00,"1151",yes,p4,p7,p3,p6,p4,p1,p4,p3,0.084868619000000,0.001808829000000,-0.016023948000000,0.069394899000000,-0.038693589000000,0.022916385000000,0.022456623000000,0.013423231000000,0.160151051000000
775.20,201.31,24.46,-0.00379,4.17,0.33,20.00,161.25,"1152",yes,p3,p8,p1,p4,p2,p6,p1,p5,0.136007927000000,-0.184272232000000,-0.045615821000000,-0.031836488000000,-0.074792069000000,-0.030695560000000,-0.113921575000000,-0.101812710000000,-0.446938527000000
778.22,194.08,23.28,-0.00682,3.83,0.75,28.28,164.92,"1153",yes,p3,p8,p1,p3,p2,p7,p2,p5,0.136007927000000,-0.184272232000000,-0.045615821000000,-0.009676808000000,-0.074792069000000,-0.033089711000000,-0.023336602000000,-0.101812710000000,-0.336588025000000
779.12,195.44,20.93,0.01357,5.85,-0.83,44.72,170.88,"1154",yes,p3,p8,p1,p7,p3,p2,p2,p5,0.136007927000000,-0.184272232000000,-0.045615821000000,0.075126801000000,-0.140440662000000,0.031715877000000,-0.023336602000000,-0.101812710000000,-0.252627421000000
782.20,200.62,16.17,0.00174,5.62,0.60,56.57,178.89,"1155",yes,p3,p7,p1,p5,p2,p7,p2,p5,0.136007927000000,0.001808829000000,-0.045615821000000,0.000423519000000,-0.074792069000000,-0.033089711000000,-0.023336602000000,-0.101812710000000,-0.140406637000000
783.53,188.12,11.70,-0.01527,4.89,0.65,72.11,188.68,"1156",yes,p3,p4,p1,p2,p2,p7,p3,p5,0.136007927000000,0.074341477000000,-0.045615821000000,-0.068639136000000,-0.074792069000000,-0.033089711000000,0.027092548000000,-0.101812710000000,-0.086507494000000
783.30,165.53,10.94,-0.02067,6.02,0.59,82.46,184.39,"1157",yes,p3,p4,p1,p1,p3,p7,p3,p5,0.136007927000000,0.074341477000000,-0.045615821000000,-0.198733044000000,-0.140440662000000,-0.033089711000000,0.027092548000000,-0.101812710000000,-0.282249996000000
781.38,167.17,9.93,0.02781,15.78,-1.03,89.44,169.71,"1158",yes,p3,p3,p1,p8,p5,p2,p3,p5,0.136007927000000,0.047151447000000,-0.045615821000000,0.095087784000000,0.009232847000000,0.031715877000000,0.027092548000000,-0.101812710000000,0.198859901000000
780.96,206.88,10.88,0.02641,37.25,-2.19,100.00,152.32,"1159",yes,p3,p4,p2,p8,p6,p1,p3,p4,0.136007927000000,0.074341477000000,-0.001822229000000,0.095087784000000,0.093063098000000,0.022916385000000,0.027092548000000,-0.089983568000000,0.356703423000000
784.65,227.89,15.59,0.01264,32.25,-1.18,113.14,134.16,"1160",yes,p3,p7,p3,p7,p6,p1,p4,p4,0.136007927000000,0.001808829000000,-0.016023948000000,0.075126801000000,0.093063098000000,0.022916385000000,0.022456623000000,-0.089983568000000,0.245372148000000
790.20,233.49,17.05,0.00690,20.46,0.19,126.49,116.62,"1161",yes,p3,p7,p4,p6,p5,p5,p4,p3,0.136007927000000,0.001808829000000,-0.019866731000000,0.069394899000000,0.009232847000000,-0.003211972000000,0.022456623000000,0.013423231000000,0.229245654000000
794.47,237.87,16.72,0.00645,18.08,-0.65,134.16,100.00,"1162",yes,p4,p7,p4,p5,p5,p2,p5,p3,0.084868619000000,0.001808829000000,-0.019866731000000,0.000423519000000,0.009232847000000,0.031715877000000,0.024231304000000,0.013423231000000,0.145837495000000
800.21,240.83,15.31,0.00622,12.53,0.36,144.22,84.85,"1163",yes,p4,p7,p4,p5,p4,p6,p5,p3,0.084868619000000,0.001808829000000,-0.019866731000000,0.000423519000000,-0.038693589000000,-0.030695560000000,0.024231304000000,0.013423231000000,0.035499623000000
766.83,203.53,22.80,-0.01077,5.15,0.03,0.00,141.42,"1164",yes,p2,p8,p2,p2,p2,p5,p1,p4,0.057115551000000,-0.184272232000000,-0.001822229000000,-0.068639136000000,-0.074792069000000,-0.003211972000000,-0.113921575000000,-0.089983568000000,-0.479527229000000
769.37,196.62,21.65,0.00186,6.59,-0.52,20.00,145.60,"1165",yes,p2,p8,p1,p5,p3,p3,p1,p4,0.057115551000000,-0.184272232000000,-0.045615821000000,0.000423519000000,-0.140440662000000,0.029821053000000,-0.113921575000000,-0.089983568000000,-0.486873736000000
